Vehicle Type,Distance (km),Is Weekend,Weather Code,Traffic Code,Day of Week,Month,Origin_Bangalore,Origin_Chennai,Origin_Delhi,Origin_Hyderabad,Origin_Jaipur,Origin_Kolkata,Origin_Lucknow,Origin_Mumbai,Origin_Pune,Destination_Bangalore,Destination_Chennai,Destination_Delhi,Destination_Hyderabad,Destination_Jaipur,Destination_Kolkata,Destination_Lucknow,Destination_Mumbai,Destination_Pune,Delayed
0,1.2873631657175206,1,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.37705861251738454,1,0,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4582853286601623,0,0,1,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1.38146637902302,1,1,1,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,-1.6336773942348148,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,-1.1766046438938182,1,2,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1.6522531764939465,0,2,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1.0933953178837363,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,-1.7008939751673142,0,1,2,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1.502456224701519,1,0,1,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.8635674241224633,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.92118163635032,1,0,3,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.1734883959789575,0,0,2,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.4934828111470302,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1.6772193351260176,1,1,3,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,-1.4358685989191733,0,1,2,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,-1.3014354370541743,1,0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.5524506780920371,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.8059532118946067,0,2,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,1.4621262761420193,1,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2,1.0549858430651653,1,0,1,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,-0.0684912953780407,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.7214523672937502,1,0,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.008956609409255436,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.21060635220675394,1,1,2,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.251503119790032,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.3162324079578246,0,0,3,4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0.1101127625283151,1,0,1,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.060809400414326475,1,0,3,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,-0.8366807917494635,1,2,2,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,0.7726762031486674,0,0,2,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,-1.3609701230229596,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.5787083553148831,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.7444980521848928,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,-1.0978652205157473,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0.05249855030045839,1,0,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.4486829599555193,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,-1.1670022751891753,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.7822785718533101,1,1,2,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,-0.31239146047596744,0,1,2,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-1.3974591241006022,0,0,2,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1.0319401581740226,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-1.1593203802254612,0,2,1,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.5313254669418229,1,0,3,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,-0.7790665795216069,0,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1.7060264412399462,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1.2527946383808066,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,-0.5409278356464657,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.9935306833554514,1,0,2,5,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1.0050535258010227,1,2,2,5,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.398750642691377,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.333454535499806,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.05057807655952983,0,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-1.1285928003706043,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1.4390805912508766,0,0,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,-1.0133643759148907,1,0,2,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3,1.2220670585259497,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-1.051773850733462,1,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.6401635150245969,1,0,2,6,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.29318672306668186,0,2,3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.4986774133460375,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.7285053071073105,0,0,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.864858942713238,0,0,2,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.8674083716043205,0,0,1,3,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,-1.264946435976532,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0.34441055892159905,0,0,2,4,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,1.212464689821307,1,0,1,6,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,-1.0325691133241763,1,0,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,-0.414176568745181,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3,1.2547151121217353,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-0.3604033039991814,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.24709535328439652,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.9147912599773805,0,0,1,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.9499887424642485,0,1,1,1,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-1.2783897521630316,0,0,2,3,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.3175239265485993,0,0,2,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0.4308318772633841,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.7861195193351672,1,0,3,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,1.1279638452204503,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.526855564309812,0,1,3,4,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,-0.10113934897382618,0,0,2,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.13762835005146876,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0.5191736693460978,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,-1.1497180115208183,0,0,1,3,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.03329381289117282,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,-1.168922748930104,1,0,2,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.2663000906936821,0,0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0.006407180518173021,0,1,2,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.15812460605152903,0,1,2,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0.23302308194774277,0,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1.064588211769808,1,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.37321766503552745,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3,-1.5165284960381729,0,2,2,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0.07554423519160108,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,0.3348081902169563,1,0,1,5,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,-0.43722225363632367,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0.11395371001017222,0,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1.58119564807959,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.1318669288286831,1,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,1.120281950256736,0,1,3,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.21957976576124286,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1.2662379545673066,0,0,2,4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3,-0.23941345832068228,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0.012168601740958693,1,0,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3,-0.9576706374279627,1,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0.09666944634181521,0,0,2,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3,0.9512802610550232,0,0,2,3,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,-1.6087112356027435,1,0,1,6,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1.1106795815520933,1,0,1,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.8725408376769522,1,0,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.7592328869621674,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.6382430412836683,1,0,2,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,-1.389777229136888,0,1,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1.2758403232719493,0,0,1,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.35272140903546717,0,0,3,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1.38146637902302,0,1,2,3,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1.5658318581521613,0,0,1,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1.6388098603074466,1,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.08130565641438675,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,-0.5620530467966799,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,-0.5409278356464657,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.40778619237224145,1,0,3,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0.035214286632101376,0,2,2,3,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,-1.4358685989191733,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,-1.7297010812812426,1,2,1,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,-0.42569941119075233,0,0,1,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,0.6900958322887394,0,1,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0.8610179952313809,0,0,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,-0.39305135759496684,1,0,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,1.402591590173234,1,0,1,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.45771850963638394,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,-1.368652017986674,1,1,2,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.1919684338212466,0,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.28934577558482477,0,1,2,3,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2,-1.455073336328459,0,0,3,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0.17924981720174316,0,0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.0549858430651653,0,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-0.46987030723210915,0,0,2,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.9231021100912487,1,2,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,0.5959926189832401,0,1,3,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.6113564089106686,0,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-1.4185843352508163,0,0,1,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.5966215741333939,1,0,2,6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1.3411364304635203,0,0,2,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1.0914748441428077,0,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0.5556626704237404,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.5633445653874546,1,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1.1874985311892357,0,1,2,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.40778619237224145,1,2,1,6,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,-1.4339481251782449,0,1,2,4,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,-1.1285928003706043,1,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.8309193705266779,0,1,2,4,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1.6349689128255895,0,1,2,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1.1971008998938784,0,0,2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.9250225838321772,1,0,2,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.6536068312110968,0,0,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.7457895707756675,1,1,1,6,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,-0.09153698026918339,0,0,1,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1.2431922696761637,0,1,2,4,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,-0.4468246223409665,1,1,2,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0.7745966768895959,1,0,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,-1.0191257971376764,0,0,2,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0.20805692331567152,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,0.12739702619667212,0,1,2,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.9077383201638202,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.3936181766187452,1,0,1,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,-0.2566977219890393,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.4020247711494558,1,0,1,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.8117146331173923,0,2,2,4,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,0.7381076758119532,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.3482515064034562,0,0,1,3,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,-0.800191790671821,1,1,2,5,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,-1.372492965468531,1,0,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.3014354370541743,0,2,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0.7899604668170244,0,0,1,3,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0.6996982009933821,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.7073800959570964,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0.4769232470456695,0,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.006407180518173021,1,0,1,6,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0.7841990455942387,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0.25606876683888546,0,1,1,3,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3,1.3795459052820913,0,2,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,-0.29126624932575335,0,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,1.2182261110440926,0,0,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,-1.3763339129503882,0,0,1,2,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3,1.6004003854888755,0,0,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-1.351367754318317,0,0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.4276198849316809,0,0,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3,-1.0498533769925333,0,2,1,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,-0.9922391647646767,0,2,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0.6151973563925256,0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2,-1.268787383458389,0,0,3,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,0.8187675729309527,0,0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.7886689482262497,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-1.1612408539663897,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1.2316694272305924,0,1,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2,0.021770970445601476,0,0,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2,-0.951909216205177,1,0,1,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-1.2130936449714607,0,2,2,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,-0.2835843543620391,1,1,1,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0.5460603017190976,1,0,1,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.047303948101451,0,2,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,-0.6715200500296077,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.12034408638311175,0,0,2,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1.667616966421375,1,0,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0.9493597873140945,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,-0.8309193705266779,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0.3520924538853133,0,0,3,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.09729840149196907,1,0,1,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0.4788437207865981,1,2,3,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-1.5434151284111726,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,-1.4704371262558873,0,0,2,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0.01985049670467292,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0.01985049670467292,0,0,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6708910948794538,1,1,3,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.064588211769808,0,2,2,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.9243936286820233,0,1,2,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0.4365932984861698,0,0,2,3,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3,-1.606790761861815,0,0,1,4,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.0569063168060937,0,1,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.34441055892159905,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,-0.5947011003924654,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,-1.4781190212196016,0,0,2,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,-1.0671376406608903,1,0,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-0.331596197885253,1,0,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0.899427470049952,1,0,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-1.6394388154576005,0,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,-1.476198547478673,0,1,1,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1.047303948101451,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.15236318482874336,0,0,3,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0.32328534777138496,1,0,3,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-1.485800916183316,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
