Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter
SHIP010032,Chennai,Pune,2024-02-22,2024-02-27,2024-02-27,Lorry,1636,Clear,Light,No,0,5,0,0,1,1636,0,3,2,1
SHIP010033,Hyderabad,Ahmedabad,2023-10-06,2023-10-08,2023-10-10,Truck,758,Clear,Light,Yes,2,2,0,0,1,758,0,4,10,4
SHIP010034,Kolkata,Pune,2024-05-10,2024-05-16,2024-05-17,Container,1857,Clear,Moderate,Yes,1,6,0,0,2,3714,0,4,5,2
SHIP010035,Ahmedabad,Mumbai,2023-05-18,2023-05-19,2023-05-19,Trailer,546,Clear,Light,No,0,1,0,0,1,546,0,3,5,2
SHIP010036,Kolkata,Delhi,2023-01-17,2023-01-21,2023-01-26,Lorry,1394,Clear,Light,Yes,5,4,0,0,1,1394,0,1,1,1
SHIP010037,Pune,Kolkata,2024-05-22,2024-05-26,2024-05-28,Container,1242,Clear,Heavy,Yes,2,4,0,0,3,3726,0,2,5,2
SHIP010038,Pune,Chennai,2023-09-11,2023-09-12,2023-09-18,Lorry,359,Clear,Heavy,Yes,6,1,0,0,3,1077,0,0,9,3
SHIP010039,Mumbai,Pune,2023-12-19,2023-12-22,2023-12-22,Container,1079,Clear,Light,No,0,3,0,0,1,1079,0,1,12,4
SHIP010040,Delhi,Pune,2023-07-05,2023-07-09,2023-07-11,Truck,1315,Clear,Heavy,Yes,2,4,0,0,3,3945,0,2,7,3
SHIP010041,Ahmedabad,Pune,2024-03-02,2024-03-08,2024-03-11,Container,1969,Clear,Moderate,Yes,3,6,1,0,2,3938,0,5,3,1
SHIP010042,Mumbai,Chennai,2024-01-18,2024-01-21,2024-01-23,Container,1143,Clear,Heavy,Yes,2,3,0,0,3,3429,0,3,1,1
SHIP010043,Hyderabad,Jaipur,2023-12-27,2023-12-29,2024-01-03,Trailer,809,Rain,Heavy,Yes,5,2,0,1,3,2427,3,2,12,4
SHIP010044,Ahmedabad,Bangalore,2023-07-26,2023-07-30,2023-08-01,Trailer,1312,Clear,Heavy,Yes,2,4,0,0,3,3936,0,2,7,3
SHIP010045,Ahmedabad,Delhi,2023-06-02,2023-06-03,2023-06-03,Lorry,343,Clear,Light,No,0,1,0,0,1,343,0,4,6,2
SHIP010046,Ahmedabad,Jaipur,2024-05-05,2024-05-07,2024-05-10,Truck,782,Clear,Moderate,Yes,3,2,1,0,2,1564,0,6,5,2
SHIP010047,Hyderabad,Bangalore,2023-11-07,2023-11-11,2023-11-12,Container,1276,Rain,Light,Yes,1,4,0,1,1,1276,1,1,11,4
SHIP010048,Pune,Jaipur,2023-03-25,2023-03-27,2023-03-29,Lorry,871,Clear,Heavy,Yes,2,2,1,0,3,2613,0,5,3,1
SHIP010049,Delhi,Kolkata,2023-12-11,2023-12-15,2023-12-17,Lorry,1343,Clear,Heavy,Yes,2,4,0,0,3,4029,0,0,12,4
SHIP010050,Ahmedabad,Kolkata,2023-05-18,2023-05-24,2023-05-24,Trailer,1938,Clear,Light,No,0,6,0,0,1,1938,0,3,5,2
SHIP010051,Ahmedabad,Hyderabad,2023-07-21,2023-07-26,2023-07-27,Truck,1664,Clear,Moderate,Yes,1,5,0,0,2,3328,0,4,7,3
SHIP010052,Ahmedabad,Jaipur,2024-04-08,2024-04-11,2024-04-12,Container,934,Clear,Moderate,Yes,1,3,0,0,2,1868,0,0,4,2
SHIP010053,Lucknow,Hyderabad,2023-02-19,2023-02-23,2023-02-24,Lorry,1347,Rain,Light,Yes,1,4,1,1,1,1347,1,6,2,1
SHIP010054,Hyderabad,Bangalore,2023-10-04,2023-10-12,2023-10-10,Trailer,1911,Clear,Heavy,Yes,-2,8,0,0,3,5733,0,2,10,4
SHIP010055,Kolkata,Lucknow,2024-01-27,2024-01-29,2024-01-29,Truck,633,Clear,Light,No,0,2,1,0,1,633,0,5,1,1
SHIP010056,Jaipur,Kolkata,2024-01-13,2024-01-16,2024-01-19,Truck,1124,Fog,Moderate,Yes,3,3,1,2,2,2248,4,5,1,1
SHIP010057,Lucknow,Mumbai,2023-12-18,2023-12-20,2023-12-19,Trailer,450,Clear,Moderate,Yes,-1,2,0,0,2,900,0,0,12,4
SHIP010058,Hyderabad,Lucknow,2023-01-10,2023-01-11,2023-01-18,Truck,479,Clear,Heavy,Yes,7,1,0,0,3,1437,0,1,1,1
SHIP010059,Pune,Lucknow,2023-03-01,2023-03-07,2023-03-08,Container,1894,Clear,Moderate,Yes,1,6,0,0,2,3788,0,2,3,1
SHIP010060,Delhi,Bangalore,2023-06-23,2023-06-29,2023-07-02,Lorry,1986,Fog,Moderate,Yes,3,6,0,2,2,3972,4,4,6,2
SHIP010061,Lucknow,Mumbai,2023-12-18,2023-12-22,2023-12-23,Lorry,1496,Clear,Moderate,Yes,1,4,0,0,2,2992,0,0,12,4
SHIP010062,Jaipur,Delhi,2023-04-23,2023-04-24,2023-04-25,Lorry,384,Clear,Moderate,Yes,1,1,1,0,2,768,0,6,4,2
SHIP010063,Jaipur,Lucknow,2023-08-19,2023-08-20,2023-08-22,Lorry,554,Clear,Heavy,Yes,2,1,1,0,3,1662,0,5,8,3
SHIP010064,Pune,Delhi,2023-09-11,2023-09-12,2023-09-13,Lorry,568,Rain,Light,Yes,1,1,0,1,1,568,1,0,9,3
SHIP010065,Hyderabad,Bangalore,2023-11-23,2023-11-24,2023-11-26,Truck,351,Clear,Heavy,Yes,2,1,0,0,3,1053,0,3,11,4
SHIP010066,Ahmedabad,Bangalore,2023-12-31,2024-01-03,2024-01-06,Trailer,1149,Fog,Moderate,Yes,3,3,1,2,2,2298,4,6,12,4
SHIP010067,Bangalore,Jaipur,2024-03-17,2024-03-20,2024-03-21,Truck,1137,Clear,Moderate,Yes,1,3,1,0,2,2274,0,6,3,1
SHIP010068,Hyderabad,Ahmedabad,2023-03-13,2023-03-14,2023-03-15,Truck,303,Rain,Light,Yes,1,1,0,1,1,303,1,0,3,1
SHIP010069,Chennai,Hyderabad,2023-10-17,2023-10-18,2023-10-19,Container,488,Clear,Moderate,Yes,1,1,0,0,2,976,0,1,10,4
SHIP010070,Mumbai,Lucknow,2023-10-24,2023-10-27,2023-10-27,Truck,1161,Clear,Light,No,0,3,0,0,1,1161,0,1,10,4
SHIP010071,Lucknow,Delhi,2023-09-16,2023-09-20,2023-09-21,Trailer,1454,Rain,Light,Yes,1,4,1,1,1,1454,1,5,9,3
SHIP010072,Jaipur,Lucknow,2023-07-10,2023-07-14,2023-07-19,Lorry,1433,Clear,Moderate,Yes,5,4,0,0,2,2866,0,0,7,3
SHIP010073,Jaipur,Bangalore,2023-02-23,2023-02-24,2023-02-24,Lorry,477,Clear,Light,No,0,1,0,0,1,477,0,3,2,1
SHIP010074,Hyderabad,Pune,2024-05-13,2024-05-18,2024-05-23,Lorry,1725,Clear,Light,Yes,5,5,0,0,1,1725,0,0,5,2
SHIP010075,Chennai,Mumbai,2024-05-05,2024-05-10,2024-05-12,Lorry,1737,Rain,Moderate,Yes,2,5,1,1,2,3474,2,6,5,2
SHIP010076,Lucknow,Chennai,2023-06-04,2023-06-09,2023-06-07,Truck,1158,Clear,Heavy,Yes,-2,5,1,0,3,3474,0,6,6,2
SHIP010077,Lucknow,Jaipur,2023-06-15,2023-06-20,2023-06-22,Truck,1774,Fog,Light,Yes,2,5,0,2,1,1774,2,3,6,2
SHIP010078,Delhi,Lucknow,2023-10-05,2023-10-07,2023-10-08,Trailer,614,Clear,Moderate,Yes,1,2,0,0,2,1228,0,3,10,4
SHIP010079,Kolkata,Lucknow,2024-03-01,2024-03-03,2024-03-05,Truck,720,Clear,Heavy,Yes,2,2,0,0,3,2160,0,4,3,1
SHIP010080,Hyderabad,Jaipur,2023-09-25,2023-09-26,2023-09-26,Lorry,481,Clear,Light,No,0,1,0,0,1,481,0,0,9,3
SHIP010081,Mumbai,Hyderabad,2024-04-20,2024-04-22,2024-04-23,Truck,808,Rain,Light,Yes,1,2,1,1,1,808,1,5,4,2
SHIP010082,Pune,Ahmedabad,2023-07-27,2023-07-28,2023-08-03,Lorry,277,Rain,Heavy,Yes,6,1,0,1,3,831,3,3,7,3
SHIP010083,Mumbai,Ahmedabad,2024-01-23,2024-01-24,2024-01-24,Trailer,328,Clear,Light,No,0,1,0,0,1,328,0,1,1,1
SHIP010084,Mumbai,Jaipur,2023-11-21,2023-11-24,2023-11-27,Trailer,1152,Clear,Moderate,Yes,3,3,0,0,2,2304,0,1,11,4
SHIP010085,Hyderabad,Chennai,2023-11-14,2023-11-16,2023-11-21,Trailer,680,Clear,Light,Yes,5,2,0,0,1,680,0,1,11,4
SHIP010086,Kolkata,Ahmedabad,2023-11-14,2023-11-15,2023-11-17,Lorry,512,Clear,Heavy,Yes,2,1,0,0,3,1536,0,1,11,4
SHIP010087,Mumbai,Kolkata,2023-08-02,2023-08-04,2023-08-13,Lorry,689,Rain,Moderate,Yes,9,2,0,1,2,1378,2,2,8,3
SHIP010088,Hyderabad,Kolkata,2023-12-14,2023-12-17,2023-12-17,Container,999,Clear,Light,No,0,3,0,0,1,999,0,3,12,4
SHIP010089,Lucknow,Pune,2023-08-15,2023-08-20,2023-08-21,Lorry,1626,Clear,Moderate,Yes,1,5,0,0,2,3252,0,1,8,3
SHIP010090,Pune,Lucknow,2023-09-22,2023-09-23,2023-09-23,Lorry,300,Clear,Light,No,0,1,0,0,1,300,0,4,9,3
SHIP010091,Mumbai,Hyderabad,2024-03-12,2024-03-18,2024-03-18,Trailer,1914,Clear,Light,No,0,6,0,0,1,1914,0,1,3,1
SHIP010092,Mumbai,Pune,2023-02-13,2023-02-14,2023-02-15,Truck,224,Clear,Moderate,Yes,1,1,0,0,2,448,0,0,2,1
SHIP010093,Mumbai,Hyderabad,2023-06-09,2023-06-12,2023-06-12,Container,1112,Clear,Light,No,0,3,0,0,1,1112,0,4,6,2
SHIP010094,Bangalore,Mumbai,2023-12-12,2023-12-17,2023-12-24,Trailer,1686,Rain,Moderate,Yes,7,5,0,1,2,3372,2,1,12,4
SHIP010095,Hyderabad,Bangalore,2023-09-29,2023-10-02,2023-10-03,Truck,976,Rain,Light,Yes,1,3,0,1,1,976,1,4,9,3
SHIP010096,Mumbai,Pune,2024-01-06,2024-01-08,2024-01-09,Trailer,874,Clear,Moderate,Yes,1,2,1,0,2,1748,0,5,1,1
SHIP010097,Lucknow,Kolkata,2023-07-27,2023-07-29,2023-07-31,Container,890,Rain,Moderate,Yes,2,2,0,1,2,1780,2,3,7,3
SHIP010098,Kolkata,Ahmedabad,2023-06-11,2023-06-16,2023-06-22,Truck,1671,Rain,Moderate,Yes,6,5,1,1,2,3342,2,6,6,2
SHIP010099,Pune,Hyderabad,2023-04-15,2023-04-21,2023-04-23,Trailer,1835,Clear,Heavy,Yes,2,6,1,0,3,5505,0,5,4,2
SHIP010100,Bangalore,Chennai,2024-05-11,2024-05-12,2024-05-14,Lorry,255,Clear,Heavy,Yes,2,1,1,0,3,765,0,5,5,2
SHIP010101,Mumbai,Delhi,2023-12-09,2023-12-15,2023-12-17,Container,1846,Clear,Heavy,Yes,2,6,1,0,3,5538,0,5,12,4
SHIP010102,Jaipur,Mumbai,2023-06-17,2023-06-21,2023-06-21,Trailer,1407,Clear,Light,No,0,4,1,0,1,1407,0,5,6,2
SHIP010103,Chennai,Pune,2023-09-06,2023-09-12,2023-09-13,Container,1825,Clear,Moderate,Yes,1,6,0,0,2,3650,0,2,9,3
SHIP010104,Jaipur,Bangalore,2024-04-08,2024-04-10,2024-04-11,Container,630,Clear,Moderate,Yes,1,2,0,0,2,1260,0,0,4,2
SHIP010105,Lucknow,Ahmedabad,2024-03-18,2024-03-23,2024-03-27,Container,1533,Clear,Heavy,Yes,4,5,0,0,3,4599,0,0,3,1
SHIP010106,Mumbai,Ahmedabad,2023-06-14,2023-06-16,2023-06-21,Trailer,702,Rain,Heavy,Yes,5,2,0,1,3,2106,3,2,6,2
SHIP010107,Jaipur,Ahmedabad,2023-12-13,2023-12-19,2023-12-22,Lorry,1851,Fog,Moderate,Yes,3,6,0,2,2,3702,4,2,12,4
SHIP010108,Jaipur,Mumbai,2024-02-25,2024-02-29,2024-03-04,Truck,1307,Rain,Moderate,Yes,4,4,1,1,2,2614,2,6,2,1
SHIP010109,Chennai,Bangalore,2023-04-27,2023-05-02,2023-05-04,Trailer,1593,Rain,Moderate,Yes,2,5,0,1,2,3186,2,3,4,2
SHIP010110,Pune,Delhi,2023-05-13,2023-05-18,2023-05-20,Lorry,1633,Rain,Moderate,Yes,2,5,1,1,2,3266,2,5,5,2
SHIP010111,Mumbai,Chennai,2024-04-20,2024-04-23,2024-04-23,Lorry,1188,Clear,Light,No,0,3,1,0,1,1188,0,5,4,2
SHIP010112,Mumbai,Hyderabad,2024-03-24,2024-03-27,2024-03-28,Trailer,954,Clear,Moderate,Yes,1,3,1,0,2,1908,0,6,3,1
SHIP010113,Kolkata,Hyderabad,2023-02-03,2023-02-06,2023-02-08,Trailer,927,Clear,Heavy,Yes,2,3,0,0,3,2781,0,4,2,1
SHIP010114,Lucknow,Pune,2024-04-21,2024-04-22,2024-04-23,Container,598,Clear,Moderate,Yes,1,1,1,0,2,1196,0,6,4,2
SHIP010115,Delhi,Bangalore,2024-04-14,2024-04-16,2024-04-19,Lorry,656,Rain,Light,Yes,3,2,1,1,1,656,1,6,4,2
SHIP010116,Lucknow,Hyderabad,2023-06-27,2023-07-01,2023-07-03,Trailer,1401,Rain,Moderate,Yes,2,4,0,1,2,2802,2,1,6,2
SHIP010117,Jaipur,Pune,2023-12-21,2023-12-23,2023-12-23,Truck,754,Clear,Light,No,0,2,0,0,1,754,0,3,12,4
SHIP010118,Kolkata,Hyderabad,2023-05-25,2023-05-29,2023-05-29,Trailer,1360,Clear,Light,No,0,4,0,0,1,1360,0,3,5,2
SHIP010119,Lucknow,Bangalore,2023-09-25,2023-10-01,2023-10-03,Lorry,1947,Fog,Light,Yes,2,6,0,2,1,1947,2,0,9,3
SHIP010120,Ahmedabad,Bangalore,2024-03-24,2024-03-30,2024-04-03,Truck,1970,Fog,Heavy,Yes,4,6,1,2,3,5910,6,6,3,1
SHIP010121,Bangalore,Kolkata,2023-04-01,2023-04-06,2023-04-09,Container,1777,Clear,Moderate,Yes,3,5,1,0,2,3554,0,5,4,2
SHIP010122,Jaipur,Pune,2023-12-04,2023-12-08,2023-12-11,Lorry,1201,Rain,Light,Yes,3,4,0,1,1,1201,1,0,12,4
SHIP010123,Kolkata,Mumbai,2023-08-26,2023-08-30,2023-08-30,Trailer,1255,Clear,Light,No,0,4,1,0,1,1255,0,5,8,3
SHIP010124,Bangalore,Hyderabad,2023-03-30,2023-03-31,2023-04-01,Truck,393,Rain,Light,Yes,1,1,0,1,1,393,1,3,3,1
SHIP010125,Chennai,Jaipur,2024-05-10,2024-05-11,2024-05-11,Container,230,Clear,Light,No,0,1,0,0,1,230,0,4,5,2
SHIP010126,Hyderabad,Lucknow,2023-10-12,2023-10-17,2023-10-17,Lorry,1581,Clear,Light,No,0,5,0,0,1,1581,0,3,10,4
SHIP010127,Bangalore,Ahmedabad,2023-06-06,2023-06-10,2023-06-16,Truck,1251,Clear,Heavy,Yes,6,4,0,0,3,3753,0,1,6,2
SHIP010128,Bangalore,Chennai,2023-12-07,2023-12-12,2023-12-13,Truck,1597,Clear,Moderate,Yes,1,5,0,0,2,3194,0,3,12,4
SHIP010129,Ahmedabad,Mumbai,2023-11-16,2023-11-18,2023-11-19,Container,771,Clear,Moderate,Yes,1,2,0,0,2,1542,0,3,11,4
SHIP010130,Chennai,Jaipur,2023-08-14,2023-08-15,2023-08-22,Trailer,469,Clear,Heavy,Yes,7,1,0,0,3,1407,0,0,8,3
SHIP010131,Hyderabad,Chennai,2023-10-12,2023-10-13,2023-10-15,Lorry,276,Clear,Light,Yes,2,1,0,0,1,276,0,3,10,4
SHIP010132,Ahmedabad,Jaipur,2024-01-13,2024-01-14,2024-01-17,Container,594,Rain,Heavy,Yes,3,1,1,1,3,1782,3,5,1,1
SHIP010133,Delhi,Pune,2024-03-08,2024-03-12,2024-03-12,Lorry,1314,Clear,Light,No,0,4,0,0,1,1314,0,4,3,1
SHIP010134,Jaipur,Delhi,2023-09-14,2023-09-18,2023-09-22,Container,1281,Clear,Heavy,Yes,4,4,0,0,3,3843,0,3,9,3
SHIP010135,Bangalore,Ahmedabad,2023-07-14,2023-07-15,2023-07-19,Container,460,Clear,Light,Yes,4,1,0,0,1,460,0,4,7,3
SHIP010136,Bangalore,Ahmedabad,2024-04-22,2024-04-28,2024-05-02,Container,1866,Clear,Light,Yes,4,6,0,0,1,1866,0,0,4,2
SHIP010137,Delhi,Jaipur,2024-03-25,2024-03-26,2024-03-28,Container,238,Fog,Light,Yes,2,1,0,2,1,238,2,0,3,1
SHIP010138,Kolkata,Pune,2024-05-23,2024-05-29,2024-05-29,Lorry,1808,Clear,Light,No,0,6,0,0,1,1808,0,3,5,2
SHIP010139,Mumbai,Lucknow,2023-03-29,2023-03-30,2023-04-03,Truck,278,Rain,Moderate,Yes,4,1,0,1,2,556,2,2,3,1
SHIP010140,Ahmedabad,Pune,2023-07-08,2023-07-14,2023-07-16,Container,1906,Clear,Heavy,Yes,2,6,1,0,3,5718,0,5,7,3
SHIP010141,Chennai,Ahmedabad,2023-12-05,2023-12-09,2023-12-10,Lorry,1465,Clear,Moderate,Yes,1,4,0,0,2,2930,0,1,12,4
SHIP010142,Pune,Lucknow,2023-08-13,2023-08-15,2023-08-17,Truck,791,Clear,Heavy,Yes,2,2,1,0,3,2373,0,6,8,3
SHIP010143,Delhi,Hyderabad,2024-05-18,2024-05-22,2024-05-22,Lorry,1355,Clear,Light,No,0,4,1,0,1,1355,0,5,5,2
SHIP010144,Mumbai,Jaipur,2023-03-06,2023-03-12,2023-03-15,Trailer,1856,Clear,Light,Yes,3,6,0,0,1,1856,0,0,3,1
SHIP010145,Delhi,Hyderabad,2023-08-26,2023-09-01,2023-09-03,Lorry,1882,Rain,Moderate,Yes,2,6,1,1,2,3764,2,5,8,3
SHIP010146,Mumbai,Delhi,2024-05-31,2024-06-02,2024-06-02,Trailer,600,Clear,Light,No,0,2,0,0,1,600,0,4,5,2
SHIP010147,Hyderabad,Chennai,2023-06-09,2023-06-13,2023-06-13,Lorry,1350,Clear,Light,No,0,4,0,0,1,1350,0,4,6,2
SHIP010148,Pune,Lucknow,2023-01-14,2023-01-18,2023-01-20,Container,1361,Clear,Heavy,Yes,2,4,1,0,3,4083,0,5,1,1
SHIP010149,Hyderabad,Chennai,2023-01-16,2023-01-21,2023-01-22,Container,1597,Rain,Light,Yes,1,5,0,1,1,1597,1,0,1,1
SHIP010150,Delhi,Mumbai,2024-02-19,2024-02-23,2024-02-23,Lorry,1278,Clear,Light,No,0,4,0,0,1,1278,0,0,2,1
SHIP010151,Lucknow,Chennai,2023-02-18,2023-02-19,2023-02-22,Trailer,464,Rain,Light,Yes,3,1,1,1,1,464,1,5,2,1
SHIP010152,Jaipur,Bangalore,2023-06-08,2023-06-14,2023-06-16,Truck,1943,Fog,Light,Yes,2,6,0,2,1,1943,2,3,6,2
SHIP010153,Chennai,Bangalore,2023-02-01,2023-02-03,2023-02-03,Container,701,Clear,Light,No,0,2,0,0,1,701,0,2,2,1
SHIP010154,Bangalore,Mumbai,2023-03-26,2023-03-30,2023-03-31,Lorry,1389,Clear,Moderate,Yes,1,4,1,0,2,2778,0,6,3,1
SHIP010155,Hyderabad,Chennai,2023-11-07,2023-11-08,2023-11-08,Lorry,556,Clear,Light,No,0,1,0,0,1,556,0,1,11,4
SHIP010156,Hyderabad,Pune,2024-02-15,2024-02-16,2024-02-17,Lorry,424,Clear,Moderate,Yes,1,1,0,0,2,848,0,3,2,1
SHIP010157,Lucknow,Jaipur,2023-09-08,2023-09-12,2023-09-14,Lorry,1435,Rain,Moderate,Yes,2,4,0,1,2,2870,2,4,9,3
SHIP010158,Jaipur,Kolkata,2024-05-26,2024-05-29,2024-05-30,Container,977,Clear,Moderate,Yes,1,3,1,0,2,1954,0,6,5,2
SHIP010159,Lucknow,Jaipur,2024-03-24,2024-03-30,2024-03-30,Container,1965,Clear,Light,No,0,6,1,0,1,1965,0,6,3,1
SHIP010160,Lucknow,Mumbai,2023-11-13,2023-11-18,2023-11-20,Container,1685,Fog,Light,Yes,2,5,0,2,1,1685,2,0,11,4
SHIP010161,Kolkata,Hyderabad,2023-07-20,2023-07-23,2023-07-24,Truck,925,Clear,Moderate,Yes,1,3,0,0,2,1850,0,3,7,3
SHIP010162,Kolkata,Jaipur,2023-06-18,2023-06-20,2023-06-20,Trailer,632,Clear,Light,No,0,2,1,0,1,632,0,6,6,2
SHIP010163,Mumbai,Lucknow,2023-01-14,2023-01-15,2023-01-18,Lorry,451,Rain,Light,Yes,3,1,1,1,1,451,1,5,1,1
SHIP010164,Mumbai,Delhi,2023-03-03,2023-03-04,2023-03-08,Lorry,360,Fog,Heavy,Yes,4,1,0,2,3,1080,6,4,3,1
SHIP010165,Delhi,Jaipur,2023-12-31,2024-01-02,2024-01-04,Lorry,842,Rain,Moderate,Yes,2,2,1,1,2,1684,2,6,12,4
SHIP010166,Mumbai,Delhi,2023-09-30,2023-10-04,2023-10-07,Container,1407,Rain,Heavy,Yes,3,4,1,1,3,4221,3,5,9,3
SHIP010167,Jaipur,Bangalore,2023-09-27,2023-10-01,2023-09-30,Container,1184,Clear,Moderate,Yes,-1,4,0,0,2,2368,0,2,9,3
SHIP010168,Ahmedabad,Hyderabad,2023-01-06,2023-01-09,2023-01-09,Container,961,Clear,Light,No,0,3,0,0,1,961,0,4,1,1
SHIP010169,Chennai,Kolkata,2023-11-05,2023-11-11,2023-11-14,Lorry,1860,Rain,Light,Yes,3,6,1,1,1,1860,1,6,11,4
SHIP010170,Lucknow,Mumbai,2024-01-03,2024-01-04,2024-01-07,Trailer,226,Rain,Light,Yes,3,1,0,1,1,226,1,2,1,1
SHIP010171,Mumbai,Jaipur,2024-01-28,2024-01-31,2024-01-31,Container,1167,Clear,Light,No,0,3,1,0,1,1167,0,6,1,1
SHIP010172,Chennai,Bangalore,2024-02-04,2024-02-10,2024-02-09,Lorry,1500,Clear,Moderate,Yes,-1,6,1,0,2,3000,0,6,2,1
SHIP010173,Bangalore,Jaipur,2023-05-22,2023-05-28,2023-05-31,Lorry,1969,Clear,Light,Yes,3,6,0,0,1,1969,0,0,5,2
SHIP010174,Chennai,Lucknow,2023-04-17,2023-04-19,2023-04-21,Container,785,Rain,Moderate,Yes,2,2,0,1,2,1570,2,0,4,2
SHIP010175,Jaipur,Pune,2023-05-05,2023-05-08,2023-05-13,Truck,1062,Clear,Moderate,Yes,5,3,0,0,2,2124,0,4,5,2
SHIP010176,Bangalore,Lucknow,2023-11-29,2023-12-03,2023-12-03,Lorry,1399,Clear,Light,No,0,4,0,0,1,1399,0,2,11,4
SHIP010177,Kolkata,Mumbai,2023-02-09,2023-02-10,2023-02-12,Lorry,320,Rain,Moderate,Yes,2,1,0,1,2,640,2,3,2,1
SHIP010178,Mumbai,Hyderabad,2023-09-28,2023-10-01,2023-10-03,Truck,925,Fog,Light,Yes,2,3,0,2,1,925,2,3,9,3
SHIP010179,Ahmedabad,Hyderabad,2023-10-25,2023-10-28,2023-10-28,Container,1148,Clear,Light,No,0,3,0,0,1,1148,0,2,10,4
SHIP010180,Lucknow,Bangalore,2023-04-09,2023-04-14,2023-04-14,Truck,1646,Clear,Light,No,0,5,1,0,1,1646,0,6,4,2
SHIP010181,Bangalore,Mumbai,2024-05-09,2024-05-15,2024-05-16,Lorry,1966,Clear,Moderate,Yes,1,6,0,0,2,3932,0,3,5,2
SHIP010182,Delhi,Chennai,2023-07-27,2023-07-30,2023-08-01,Trailer,1029,Fog,Light,Yes,2,3,0,2,1,1029,2,3,7,3
SHIP010183,Pune,Hyderabad,2023-08-22,2023-08-24,2023-08-26,Lorry,731,Fog,Light,Yes,2,2,0,2,1,731,2,1,8,3
SHIP010184,Hyderabad,Ahmedabad,2024-01-18,2024-01-23,2024-01-23,Truck,1602,Clear,Light,No,0,5,0,0,1,1602,0,3,1,1
SHIP010185,Delhi,Jaipur,2023-03-20,2023-03-24,2023-03-28,Truck,1304,Fog,Heavy,Yes,4,4,0,2,3,3912,6,0,3,1
SHIP010186,Delhi,Lucknow,2023-08-01,2023-08-06,2023-08-07,Trailer,1668,Clear,Moderate,Yes,1,5,0,0,2,3336,0,1,8,3
SHIP010187,Pune,Chennai,2023-12-29,2024-01-02,2024-01-02,Trailer,1270,Clear,Light,No,0,4,0,0,1,1270,0,4,12,4
SHIP010188,Delhi,Kolkata,2023-02-24,2023-02-28,2023-03-01,Trailer,1334,Clear,Moderate,Yes,1,4,0,0,2,2668,0,4,2,1
SHIP010189,Lucknow,Delhi,2024-02-24,2024-02-25,2024-02-25,Truck,433,Clear,Light,No,0,1,1,0,1,433,0,5,2,1
SHIP010190,Bangalore,Delhi,2024-01-30,2024-02-01,2024-02-01,Container,820,Clear,Light,No,0,2,0,0,1,820,0,1,1,1
SHIP010191,Ahmedabad,Pune,2024-01-27,2024-01-30,2024-01-31,Container,1155,Clear,Moderate,Yes,1,3,1,0,2,2310,0,5,1,1
SHIP010192,Bangalore,Chennai,2023-12-16,2023-12-19,2023-12-21,Container,924,Fog,Light,Yes,2,3,1,2,1,924,2,5,12,4
SHIP010193,Pune,Hyderabad,2023-02-09,2023-02-10,2023-02-11,Truck,414,Clear,Moderate,Yes,1,1,0,0,2,828,0,3,2,1
SHIP010194,Hyderabad,Chennai,2023-04-21,2023-04-24,2023-04-30,Trailer,994,Clear,Heavy,Yes,6,3,0,0,3,2982,0,4,4,2
SHIP010195,Ahmedabad,Kolkata,2023-12-24,2023-12-25,2023-12-28,Lorry,406,Clear,Light,Yes,3,1,1,0,1,406,0,6,12,4
SHIP010196,Delhi,Lucknow,2023-01-30,2023-02-03,2023-02-03,Lorry,1295,Clear,Light,No,0,4,0,0,1,1295,0,0,1,1
SHIP010197,Hyderabad,Jaipur,2023-08-15,2023-08-21,2023-08-24,Truck,1859,Fog,Moderate,Yes,3,6,0,2,2,3718,4,1,8,3
SHIP010198,Pune,Delhi,2023-04-16,2023-04-20,2023-04-23,Lorry,1206,Fog,Moderate,Yes,3,4,1,2,2,2412,4,6,4,2
SHIP010199,Delhi,Pune,2023-01-11,2023-01-16,2023-01-16,Container,1646,Clear,Light,No,0,5,0,0,1,1646,0,2,1,1
SHIP010200,Mumbai,Chennai,2024-05-03,2024-05-04,2024-05-04,Lorry,484,Clear,Light,No,0,1,0,0,1,484,0,4,5,2
SHIP010201,Lucknow,Bangalore,2024-04-23,2024-04-29,2024-04-29,Container,1968,Clear,Light,No,0,6,0,0,1,1968,0,1,4,2
SHIP010202,Delhi,Bangalore,2024-04-24,2024-04-30,2024-05-03,Trailer,1961,Rain,Heavy,Yes,3,6,0,1,3,5883,3,2,4,2
SHIP010203,Delhi,Hyderabad,2024-01-16,2024-01-18,2024-01-21,Truck,655,Rain,Heavy,Yes,3,2,0,1,3,1965,3,1,1,1
SHIP010204,Mumbai,Lucknow,2024-05-15,2024-05-16,2024-05-17,Truck,450,Clear,Moderate,Yes,1,1,0,0,2,900,0,2,5,2
SHIP010205,Kolkata,Chennai,2024-01-26,2024-01-29,2024-01-30,Truck,937,Rain,Light,Yes,1,3,0,1,1,937,1,4,1,1
SHIP010206,Hyderabad,Lucknow,2024-04-01,2024-04-02,2024-04-03,Lorry,360,Clear,Moderate,Yes,1,1,0,0,2,720,0,0,4,2
